Målepunkt id,Fra dato,Til dato,Mængde,Måleenhed
571313115103364037,02-12-2018 kl. 18,02-12-2018 kl. 19,0.596,kWh
571313115103364037,02-12-2018 kl. 17,02-12-2018 kl. 18,0.306,kWh
571313115103364037,02-12-2018 kl. 16,02-12-2018 kl. 17,0.271,kWh
571313115103364037,02-12-2018 kl. 15,02-12-2018 kl. 16,0.202,kWh
571313115103364037,02-12-2018 kl. 14,02-12-2018 kl. 15,0.206,kWh
571313115103364037,02-12-2018 kl. 13,02-12-2018 kl. 14,0.204,kWh
571313115103364037,02-12-2018 kl. 12,02-12-2018 kl. 13,0.393,kWh
571313115103364037,02-12-2018 kl. 11,02-12-2018 kl. 12,0.201,kWh
571313115103364037,02-12-2018 kl. 10,02-12-2018 kl. 11,0.144,kWh
571313115103364037,02-12-2018 kl. 09,02-12-2018 kl. 10,0.064,kWh
571313115103364037,02-12-2018 kl. 08,02-12-2018 kl. 09,0.056,kWh
571313115103364037,02-12-2018 kl. 07,02-12-2018 kl. 08,0.086,kWh
571313115103364037,02-12-2018 kl. 06,02-12-2018 kl. 07,0.083,kWh
571313115103364037,02-12-2018 kl. 05,02-12-2018 kl. 06,0.078,kWh
571313115103364037,02-12-2018 kl. 04,02-12-2018 kl. 05,0.188,kWh
571313115103364037,02-12-2018 kl. 03,02-12-2018 kl. 04,0.202,kWh
571313115103364037,02-12-2018 kl. 02,02-12-2018 kl. 03,0.208,kWh
571313115103364037,02-12-2018 kl. 01,02-12-2018 kl. 02,0.222,kWh
571313115103364037,02-12-2018 kl. 00,02-12-2018 kl. 01,0.235,kWh
571313115103364037,01-12-2018 kl. 23,02-12-2018 kl. 00,0.313,kWh
571313115103364037,01-12-2018 kl. 22,01-12-2018 kl. 23,0.207,kWh
571313115103364037,01-12-2018 kl. 21,01-12-2018 kl. 22,0.177,kWh
571313115103364037,01-12-2018 kl. 20,01-12-2018 kl. 21,0.191,kWh
571313115103364037,01-12-2018 kl. 19,01-12-2018 kl. 20,0.218,kWh
571313115103364037,01-12-2018 kl. 18,01-12-2018 kl. 19,0.206,kWh
571313115103364037,01-12-2018 kl. 17,01-12-2018 kl. 18,0.219,kWh
571313115103364037,01-12-2018 kl. 16,01-12-2018 kl. 17,0.216,kWh
571313115103364037,01-12-2018 kl. 15,01-12-2018 kl. 16,0.271,kWh
571313115103364037,01-12-2018 kl. 14,01-12-2018 kl. 15,0.072,kWh
571313115103364037,01-12-2018 kl. 13,01-12-2018 kl. 14,0.053,kWh
571313115103364037,01-12-2018 kl. 12,01-12-2018 kl. 13,0.053,kWh
571313115103364037,01-12-2018 kl. 11,01-12-2018 kl. 12,0.06,kWh
571313115103364037,01-12-2018 kl. 10,01-12-2018 kl. 11,0.066,kWh
571313115103364037,01-12-2018 kl. 09,01-12-2018 kl. 10,0.069,kWh
571313115103364037,01-12-2018 kl. 08,01-12-2018 kl. 09,0.077,kWh
571313115103364037,01-12-2018 kl. 07,01-12-2018 kl. 08,0.11,kWh
571313115103364037,01-12-2018 kl. 06,01-12-2018 kl. 07,0.06,kWh
571313115103364037,01-12-2018 kl. 05,01-12-2018 kl. 06,0.061,kWh
571313115103364037,01-12-2018 kl. 04,01-12-2018 kl. 05,0.063,kWh
571313115103364037,01-12-2018 kl. 03,01-12-2018 kl. 04,0.062,kWh
571313115103364037,01-12-2018 kl. 02,01-12-2018 kl. 03,0.054,kWh
571313115103364037,01-12-2018 kl. 01,01-12-2018 kl. 02,0.053,kWh
571313115103364037,01-12-2018 kl. 00,01-12-2018 kl. 01,0.102,kWh
571313115103364037,01-02-2019 kl. 23,02-02-2019 kl. 00,0.128,kWh
571313115103364037,01-02-2019 kl. 22,01-02-2019 kl. 23,0.137,kWh
571313115103364037,01-02-2019 kl. 21,01-02-2019 kl. 22,0.11,kWh
571313115103364037,01-02-2019 kl. 20,01-02-2019 kl. 21,0.112,kWh
571313115103364037,01-02-2019 kl. 19,01-02-2019 kl. 20,1.32,kWh
571313115103364037,01-02-2019 kl. 18,01-02-2019 kl. 19,0.383,kWh
571313115103364037,01-02-2019 kl. 17,01-02-2019 kl. 18,0.522,kWh
571313115103364037,01-02-2019 kl. 16,01-02-2019 kl. 17,0.516,kWh
571313115103364037,01-02-2019 kl. 15,01-02-2019 kl. 16,0.093,kWh
571313115103364037,01-02-2019 kl. 14,01-02-2019 kl. 15,0.054,kWh
571313115103364037,01-02-2019 kl. 13,01-02-2019 kl. 14,0.067,kWh
571313115103364037,01-02-2019 kl. 12,01-02-2019 kl. 13,0.118,kWh
571313115103364037,01-02-2019 kl. 11,01-02-2019 kl. 12,0.092,kWh
571313115103364037,01-02-2019 kl. 10,01-02-2019 kl. 11,0.074,kWh
571313115103364037,01-02-2019 kl. 09,01-02-2019 kl. 10,0.075,kWh
571313115103364037,01-02-2019 kl. 08,01-02-2019 kl. 09,0.067,kWh
571313115103364037,01-02-2019 kl. 07,01-02-2019 kl. 08,0.058,kWh
571313115103364037,01-02-2019 kl. 06,01-02-2019 kl. 07,0.072,kWh
571313115103364037,01-02-2019 kl. 05,01-02-2019 kl. 06,0.072,kWh
571313115103364037,01-02-2019 kl. 04,01-02-2019 kl. 05,0.065,kWh
571313115103364037,01-02-2019 kl. 03,01-02-2019 kl. 04,0.062,kWh
571313115103364037,01-02-2019 kl. 02,01-02-2019 kl. 03,0.064,kWh
571313115103364037,01-02-2019 kl. 01,01-02-2019 kl. 02,0.08,kWh
571313115103364037,01-02-2019 kl. 00,01-02-2019 kl. 01,0.121,kWh
571313115103364037,31-01-2019 kl. 23,01-02-2019 kl. 00,0.13,kWh
571313115103364037,31-01-2019 kl. 22,31-01-2019 kl. 23,0.154,kWh
571313115103364037,31-01-2019 kl. 21,31-01-2019 kl. 22,0.249,kWh
571313115103364037,31-01-2019 kl. 20,31-01-2019 kl. 21,0.171,kWh
571313115103364037,31-01-2019 kl. 19,31-01-2019 kl. 20,0.158,kWh
571313115103364037,31-01-2019 kl. 18,31-01-2019 kl. 19,0.14,kWh
571313115103364037,31-01-2019 kl. 17,31-01-2019 kl. 18,0.175,kWh
571313115103364037,31-01-2019 kl. 16,31-01-2019 kl. 17,0.109,kWh
571313115103364037,31-01-2019 kl. 15,31-01-2019 kl. 16,0.065,kWh
571313115103364037,31-01-2019 kl. 14,31-01-2019 kl. 15,0.092,kWh
571313115103364037,31-01-2019 kl. 13,31-01-2019 kl. 14,0.057,kWh
571313115103364037,31-01-2019 kl. 12,31-01-2019 kl. 13,0.063,kWh
571313115103364037,31-01-2019 kl. 11,31-01-2019 kl. 12,0.077,kWh
571313115103364037,31-01-2019 kl. 10,31-01-2019 kl. 11,0.133,kWh
571313115103364037,31-01-2019 kl. 09,31-01-2019 kl. 10,0.126,kWh
571313115103364037,31-01-2019 kl. 08,31-01-2019 kl. 09,0.059,kWh
571313115103364037,31-01-2019 kl. 07,31-01-2019 kl. 08,0.065,kWh
571313115103364037,31-01-2019 kl. 06,31-01-2019 kl. 07,0.073,kWh
571313115103364037,31-01-2019 kl. 05,31-01-2019 kl. 06,0.064,kWh
571313115103364037,31-01-2019 kl. 04,31-01-2019 kl. 05,0.06,kWh
571313115103364037,31-01-2019 kl. 03,31-01-2019 kl. 04,0.061,kWh
571313115103364037,31-01-2019 kl. 02,31-01-2019 kl. 03,0.077,kWh
571313115103364037,31-01-2019 kl. 01,31-01-2019 kl. 02,0.108,kWh
571313115103364037,31-01-2019 kl. 00,31-01-2019 kl. 01,0.189,kWh
571313115103364037,30-01-2019 kl. 23,31-01-2019 kl. 00,0.196,kWh
571313115103364037,30-01-2019 kl. 22,30-01-2019 kl. 23,0.349,kWh
571313115103364037,30-01-2019 kl. 21,30-01-2019 kl. 22,0.661,kWh
571313115103364037,30-01-2019 kl. 20,30-01-2019 kl. 21,0.314,kWh
571313115103364037,30-01-2019 kl. 19,30-01-2019 kl. 20,0.335,kWh
571313115103364037,30-01-2019 kl. 18,30-01-2019 kl. 19,0.608,kWh
571313115103364037,30-01-2019 kl. 17,30-01-2019 kl. 18,0.175,kWh
571313115103364037,30-01-2019 kl. 16,30-01-2019 kl. 17,0.159,kWh
571313115103364037,30-01-2019 kl. 15,30-01-2019 kl. 16,0.164,kWh
571313115103364037,30-01-2019 kl. 14,30-01-2019 kl. 15,0.232,kWh
571313115103364037,30-01-2019 kl. 13,30-01-2019 kl. 14,0.256,kWh
571313115103364037,30-01-2019 kl. 12,30-01-2019 kl. 13,0.253,kWh
571313115103364037,30-01-2019 kl. 11,30-01-2019 kl. 12,0.099,kWh
571313115103364037,30-01-2019 kl. 10,30-01-2019 kl. 11,0.278,kWh
571313115103364037,30-01-2019 kl. 09,30-01-2019 kl. 10,0.087,kWh
571313115103364037,30-01-2019 kl. 08,30-01-2019 kl. 09,0.07,kWh
571313115103364037,30-01-2019 kl. 07,30-01-2019 kl. 08,0.093,kWh
571313115103364037,30-01-2019 kl. 06,30-01-2019 kl. 07,0.108,kWh
571313115103364037,30-01-2019 kl. 05,30-01-2019 kl. 06,0.114,kWh
571313115103364037,30-01-2019 kl. 04,30-01-2019 kl. 05,0.105,kWh
571313115103364037,30-01-2019 kl. 03,30-01-2019 kl. 04,0.186,kWh
571313115103364037,30-01-2019 kl. 02,30-01-2019 kl. 03,0.298,kWh
571313115103364037,30-01-2019 kl. 01,30-01-2019 kl. 02,0.186,kWh
571313115103364037,30-01-2019 kl. 00,30-01-2019 kl. 01,0.15,kWh
571313115103364037,29-01-2019 kl. 23,30-01-2019 kl. 00,0.261,kWh
571313115103364037,29-01-2019 kl. 22,29-01-2019 kl. 23,0.272,kWh
571313115103364037,29-01-2019 kl. 21,29-01-2019 kl. 22,0.313,kWh
571313115103364037,29-01-2019 kl. 20,29-01-2019 kl. 21,0.961,kWh
571313115103364037,29-01-2019 kl. 19,29-01-2019 kl. 20,0.627,kWh
571313115103364037,29-01-2019 kl. 18,29-01-2019 kl. 19,0.355,kWh
571313115103364037,29-01-2019 kl. 17,29-01-2019 kl. 18,0.203,kWh
571313115103364037,29-01-2019 kl. 16,29-01-2019 kl. 17,0.14,kWh
571313115103364037,29-01-2019 kl. 15,29-01-2019 kl. 16,0.122,kWh
571313115103364037,29-01-2019 kl. 14,29-01-2019 kl. 15,0.227,kWh
571313115103364037,29-01-2019 kl. 13,29-01-2019 kl. 14,0.072,kWh
571313115103364037,29-01-2019 kl. 12,29-01-2019 kl. 13,0.061,kWh
571313115103364037,29-01-2019 kl. 11,29-01-2019 kl. 12,0.061,kWh
571313115103364037,29-01-2019 kl. 10,29-01-2019 kl. 11,0.104,kWh
571313115103364037,29-01-2019 kl. 09,29-01-2019 kl. 10,0.138,kWh
571313115103364037,29-01-2019 kl. 08,29-01-2019 kl. 09,0.063,kWh
571313115103364037,29-01-2019 kl. 07,29-01-2019 kl. 08,0.056,kWh
571313115103364037,29-01-2019 kl. 06,29-01-2019 kl. 07,0.065,kWh
571313115103364037,29-01-2019 kl. 05,29-01-2019 kl. 06,0.071,kWh
571313115103364037,29-01-2019 kl. 04,29-01-2019 kl. 05,0.061,kWh
571313115103364037,29-01-2019 kl. 03,29-01-2019 kl. 04,0.06,kWh
571313115103364037,29-01-2019 kl. 02,29-01-2019 kl. 03,0.061,kWh
571313115103364037,29-01-2019 kl. 01,29-01-2019 kl. 02,0.083,kWh
571313115103364037,29-01-2019 kl. 00,29-01-2019 kl. 01,0.135,kWh
571313115103364037,28-01-2019 kl. 23,29-01-2019 kl. 00,0.213,kWh
571313115103364037,28-01-2019 kl. 22,28-01-2019 kl. 23,0.326,kWh
571313115103364037,28-01-2019 kl. 21,28-01-2019 kl. 22,0.639,kWh
571313115103364037,28-01-2019 kl. 20,28-01-2019 kl. 21,0.477,kWh
571313115103364037,28-01-2019 kl. 19,28-01-2019 kl. 20,0.617,kWh
571313115103364037,28-01-2019 kl. 18,28-01-2019 kl. 19,0.268,kWh
571313115103364037,28-01-2019 kl. 17,28-01-2019 kl. 18,0.095,kWh
571313115103364037,28-01-2019 kl. 16,28-01-2019 kl. 17,0.087,kWh
571313115103364037,28-01-2019 kl. 15,28-01-2019 kl. 16,0.25,kWh
571313115103364037,28-01-2019 kl. 14,28-01-2019 kl. 15,0.069,kWh
571313115103364037,28-01-2019 kl. 13,28-01-2019 kl. 14,0.062,kWh
571313115103364037,28-01-2019 kl. 12,28-01-2019 kl. 13,0.091,kWh
571313115103364037,28-01-2019 kl. 11,28-01-2019 kl. 12,0.12,kWh
571313115103364037,28-01-2019 kl. 10,28-01-2019 kl. 11,0.064,kWh
571313115103364037,28-01-2019 kl. 09,28-01-2019 kl. 10,0.071,kWh
571313115103364037,28-01-2019 kl. 08,28-01-2019 kl. 09,0.07,kWh
571313115103364037,28-01-2019 kl. 07,28-01-2019 kl. 08,0.07,kWh
571313115103364037,28-01-2019 kl. 06,28-01-2019 kl. 07,0.068,kWh
571313115103364037,28-01-2019 kl. 05,28-01-2019 kl. 06,0.075,kWh
571313115103364037,28-01-2019 kl. 04,28-01-2019 kl. 05,0.086,kWh
571313115103364037,28-01-2019 kl. 03,28-01-2019 kl. 04,0.124,kWh
571313115103364037,28-01-2019 kl. 02,28-01-2019 kl. 03,0.157,kWh
571313115103364037,28-01-2019 kl. 01,28-01-2019 kl. 02,0.175,kWh
571313115103364037,28-01-2019 kl. 00,28-01-2019 kl. 01,0.24,kWh
571313115103364037,27-01-2019 kl. 23,28-01-2019 kl. 00,0.35,kWh
571313115103364037,27-01-2019 kl. 22,27-01-2019 kl. 23,0.306,kWh
571313115103364037,27-01-2019 kl. 21,27-01-2019 kl. 22,0.309,kWh
571313115103364037,27-01-2019 kl. 20,27-01-2019 kl. 21,0.32,kWh
571313115103364037,27-01-2019 kl. 19,27-01-2019 kl. 20,0.313,kWh
571313115103364037,27-01-2019 kl. 18,27-01-2019 kl. 19,0.316,kWh
571313115103364037,27-01-2019 kl. 17,27-01-2019 kl. 18,0.314,kWh
571313115103364037,27-01-2019 kl. 16,27-01-2019 kl. 17,0.314,kWh
571313115103364037,27-01-2019 kl. 15,27-01-2019 kl. 16,0.317,kWh
571313115103364037,27-01-2019 kl. 14,27-01-2019 kl. 15,0.32,kWh
571313115103364037,27-01-2019 kl. 13,27-01-2019 kl. 14,0.232,kWh
571313115103364037,27-01-2019 kl. 12,27-01-2019 kl. 13,0.3,kWh
571313115103364037,27-01-2019 kl. 11,27-01-2019 kl. 12,0.068,kWh
571313115103364037,27-01-2019 kl. 10,27-01-2019 kl. 11,0.072,kWh
571313115103364037,27-01-2019 kl. 09,27-01-2019 kl. 10,0.078,kWh
571313115103364037,27-01-2019 kl. 08,27-01-2019 kl. 09,0.079,kWh
571313115103364037,27-01-2019 kl. 07,27-01-2019 kl. 08,0.073,kWh
571313115103364037,27-01-2019 kl. 06,27-01-2019 kl. 07,0.072,kWh
571313115103364037,27-01-2019 kl. 05,27-01-2019 kl. 06,0.098,kWh
571313115103364037,27-01-2019 kl. 04,27-01-2019 kl. 05,0.115,kWh
571313115103364037,27-01-2019 kl. 03,27-01-2019 kl. 04,0.078,kWh
571313115103364037,27-01-2019 kl. 02,27-01-2019 kl. 03,0.222,kWh
571313115103364037,27-01-2019 kl. 01,27-01-2019 kl. 02,0.317,kWh
571313115103364037,27-01-2019 kl. 00,27-01-2019 kl. 01,0.32,kWh
571313115103364037,26-01-2019 kl. 23,27-01-2019 kl. 00,0.322,kWh
571313115103364037,26-01-2019 kl. 22,26-01-2019 kl. 23,0.296,kWh
571313115103364037,26-01-2019 kl. 21,26-01-2019 kl. 22,0.184,kWh
571313115103364037,26-01-2019 kl. 20,26-01-2019 kl. 21,0.195,kWh
571313115103364037,26-01-2019 kl. 19,26-01-2019 kl. 20,0.883,kWh
571313115103364037,26-01-2019 kl. 18,26-01-2019 kl. 19,0.229,kWh
571313115103364037,26-01-2019 kl. 17,26-01-2019 kl. 18,0.181,kWh
571313115103364037,26-01-2019 kl. 16,26-01-2019 kl. 17,0.278,kWh
571313115103364037,26-01-2019 kl. 15,26-01-2019 kl. 16,0.241,kWh
571313115103364037,26-01-2019 kl. 14,26-01-2019 kl. 15,0.173,kWh
571313115103364037,26-01-2019 kl. 13,26-01-2019 kl. 14,0.162,kWh
571313115103364037,26-01-2019 kl. 12,26-01-2019 kl. 13,0.194,kWh
571313115103364037,26-01-2019 kl. 11,26-01-2019 kl. 12,0.219,kWh
571313115103364037,26-01-2019 kl. 10,26-01-2019 kl. 11,0.223,kWh
571313115103364037,26-01-2019 kl. 09,26-01-2019 kl. 10,0.081,kWh
571313115103364037,26-01-2019 kl. 08,26-01-2019 kl. 09,0.066,kWh
571313115103364037,26-01-2019 kl. 07,26-01-2019 kl. 08,0.067,kWh
571313115103364037,26-01-2019 kl. 06,26-01-2019 kl. 07,0.124,kWh
571313115103364037,26-01-2019 kl. 05,26-01-2019 kl. 06,0.084,kWh
571313115103364037,26-01-2019 kl. 04,26-01-2019 kl. 05,0.08,kWh
571313115103364037,26-01-2019 kl. 03,26-01-2019 kl. 04,0.078,kWh
571313115103364037,26-01-2019 kl. 02,26-01-2019 kl. 03,0.102,kWh
571313115103364037,26-01-2019 kl. 01,26-01-2019 kl. 02,0.137,kWh
571313115103364037,26-01-2019 kl. 00,26-01-2019 kl. 01,0.191,kWh
571313115103364037,25-01-2019 kl. 23,26-01-2019 kl. 00,0.101,kWh
571313115103364037,25-01-2019 kl. 22,25-01-2019 kl. 23,0.079,kWh
571313115103364037,25-01-2019 kl. 21,25-01-2019 kl. 22,0.074,kWh
571313115103364037,25-01-2019 kl. 20,25-01-2019 kl. 21,0.071,kWh
571313115103364037,25-01-2019 kl. 19,25-01-2019 kl. 20,0.074,kWh
571313115103364037,25-01-2019 kl. 18,25-01-2019 kl. 19,0.07,kWh
571313115103364037,25-01-2019 kl. 17,25-01-2019 kl. 18,0.078,kWh
571313115103364037,25-01-2019 kl. 16,25-01-2019 kl. 17,0.077,kWh
571313115103364037,25-01-2019 kl. 15,25-01-2019 kl. 16,0.066,kWh
571313115103364037,25-01-2019 kl. 14,25-01-2019 kl. 15,0.065,kWh
571313115103364037,25-01-2019 kl. 13,25-01-2019 kl. 14,0.092,kWh
571313115103364037,25-01-2019 kl. 12,25-01-2019 kl. 13,0.106,kWh
571313115103364037,25-01-2019 kl. 11,25-01-2019 kl. 12,0.237,kWh
571313115103364037,25-01-2019 kl. 10,25-01-2019 kl. 11,0.086,kWh
571313115103364037,25-01-2019 kl. 09,25-01-2019 kl. 10,0.063,kWh
571313115103364037,25-01-2019 kl. 08,25-01-2019 kl. 09,0.074,kWh
571313115103364037,25-01-2019 kl. 07,25-01-2019 kl. 08,0.081,kWh
571313115103364037,25-01-2019 kl. 06,25-01-2019 kl. 07,0.131,kWh
571313115103364037,25-01-2019 kl. 05,25-01-2019 kl. 06,0.068,kWh
571313115103364037,25-01-2019 kl. 04,25-01-2019 kl. 05,0.065,kWh
571313115103364037,25-01-2019 kl. 03,25-01-2019 kl. 04,0.066,kWh
571313115103364037,25-01-2019 kl. 02,25-01-2019 kl. 03,0.081,kWh
571313115103364037,25-01-2019 kl. 01,25-01-2019 kl. 02,0.088,kWh
571313115103364037,25-01-2019 kl. 00,25-01-2019 kl. 01,0.278,kWh
571313115103364037,24-01-2019 kl. 23,25-01-2019 kl. 00,0.213,kWh
571313115103364037,24-01-2019 kl. 22,24-01-2019 kl. 23,0.246,kWh
571313115103364037,24-01-2019 kl. 21,24-01-2019 kl. 22,0.141,kWh
571313115103364037,24-01-2019 kl. 20,24-01-2019 kl. 21,0.119,kWh
571313115103364037,24-01-2019 kl. 19,24-01-2019 kl. 20,0.111,kWh
571313115103364037,24-01-2019 kl. 18,24-01-2019 kl. 19,0.137,kWh
571313115103364037,24-01-2019 kl. 17,24-01-2019 kl. 18,0.146,kWh
571313115103364037,24-01-2019 kl. 16,24-01-2019 kl. 17,0.556,kWh
571313115103364037,24-01-2019 kl. 15,24-01-2019 kl. 16,0.265,kWh
571313115103364037,24-01-2019 kl. 14,24-01-2019 kl. 15,0.102,kWh
571313115103364037,24-01-2019 kl. 13,24-01-2019 kl. 14,0.076,kWh
571313115103364037,24-01-2019 kl. 12,24-01-2019 kl. 13,0.075,kWh
571313115103364037,24-01-2019 kl. 11,24-01-2019 kl. 12,0.084,kWh
571313115103364037,24-01-2019 kl. 10,24-01-2019 kl. 11,0.088,kWh
571313115103364037,24-01-2019 kl. 09,24-01-2019 kl. 10,0.144,kWh
571313115103364037,24-01-2019 kl. 08,24-01-2019 kl. 09,0.113,kWh
571313115103364037,24-01-2019 kl. 07,24-01-2019 kl. 08,0.106,kWh
571313115103364037,24-01-2019 kl. 06,24-01-2019 kl. 07,0.104,kWh
571313115103364037,24-01-2019 kl. 05,24-01-2019 kl. 06,0.087,kWh
571313115103364037,24-01-2019 kl. 04,24-01-2019 kl. 05,0.082,kWh
571313115103364037,24-01-2019 kl. 03,24-01-2019 kl. 04,0.074,kWh
571313115103364037,24-01-2019 kl. 02,24-01-2019 kl. 03,0.075,kWh
571313115103364037,24-01-2019 kl. 01,24-01-2019 kl. 02,0.082,kWh
571313115103364037,24-01-2019 kl. 00,24-01-2019 kl. 01,0.165,kWh
571313115103364037,23-01-2019 kl. 23,24-01-2019 kl. 00,0.286,kWh
571313115103364037,23-01-2019 kl. 22,23-01-2019 kl. 23,0.163,kWh
571313115103364037,23-01-2019 kl. 21,23-01-2019 kl. 22,0.131,kWh
571313115103364037,23-01-2019 kl. 20,23-01-2019 kl. 21,0.541,kWh
571313115103364037,23-01-2019 kl. 19,23-01-2019 kl. 20,0.148,kWh
571313115103364037,23-01-2019 kl. 18,23-01-2019 kl. 19,0.122,kWh
571313115103364037,23-01-2019 kl. 17,23-01-2019 kl. 18,0.131,kWh
571313115103364037,23-01-2019 kl. 16,23-01-2019 kl. 17,0.189,kWh
571313115103364037,23-01-2019 kl. 15,23-01-2019 kl. 16,0.124,kWh
571313115103364037,23-01-2019 kl. 14,23-01-2019 kl. 15,0.169,kWh
571313115103364037,23-01-2019 kl. 13,23-01-2019 kl. 14,0.408,kWh
571313115103364037,23-01-2019 kl. 12,23-01-2019 kl. 13,0.068,kWh
571313115103364037,23-01-2019 kl. 11,23-01-2019 kl. 12,0.064,kWh
571313115103364037,23-01-2019 kl. 10,23-01-2019 kl. 11,0.099,kWh
571313115103364037,23-01-2019 kl. 09,23-01-2019 kl. 10,0.078,kWh
571313115103364037,23-01-2019 kl. 08,23-01-2019 kl. 09,0.08,kWh
571313115103364037,23-01-2019 kl. 07,23-01-2019 kl. 08,0.131,kWh
571313115103364037,23-01-2019 kl. 06,23-01-2019 kl. 07,0.074,kWh
571313115103364037,23-01-2019 kl. 05,23-01-2019 kl. 06,0.065,kWh
571313115103364037,23-01-2019 kl. 04,23-01-2019 kl. 05,0.066,kWh
571313115103364037,23-01-2019 kl. 03,23-01-2019 kl. 04,0.075,kWh
571313115103364037,23-01-2019 kl. 02,23-01-2019 kl. 03,0.086,kWh
571313115103364037,23-01-2019 kl. 01,23-01-2019 kl. 02,0.217,kWh
571313115103364037,23-01-2019 kl. 00,23-01-2019 kl. 01,0.303,kWh
571313115103364037,22-01-2019 kl. 23,23-01-2019 kl. 00,0.296,kWh
571313115103364037,22-01-2019 kl. 22,22-01-2019 kl. 23,0.173,kWh
571313115103364037,22-01-2019 kl. 21,22-01-2019 kl. 22,0.245,kWh
571313115103364037,22-01-2019 kl. 20,22-01-2019 kl. 21,0.224,kWh
571313115103364037,22-01-2019 kl. 19,22-01-2019 kl. 20,0.197,kWh
571313115103364037,22-01-2019 kl. 18,22-01-2019 kl. 19,0.335,kWh
571313115103364037,22-01-2019 kl. 17,22-01-2019 kl. 18,0.08,kWh
571313115103364037,22-01-2019 kl. 16,22-01-2019 kl. 17,0.093,kWh
571313115103364037,22-01-2019 kl. 15,22-01-2019 kl. 16,0.09,kWh
571313115103364037,22-01-2019 kl. 14,22-01-2019 kl. 15,0.086,kWh
571313115103364037,22-01-2019 kl. 13,22-01-2019 kl. 14,0.068,kWh
571313115103364037,22-01-2019 kl. 12,22-01-2019 kl. 13,0.069,kWh
571313115103364037,22-01-2019 kl. 11,22-01-2019 kl. 12,0.077,kWh
571313115103364037,22-01-2019 kl. 10,22-01-2019 kl. 11,0.081,kWh
571313115103364037,22-01-2019 kl. 09,22-01-2019 kl. 10,0.108,kWh
571313115103364037,22-01-2019 kl. 08,22-01-2019 kl. 09,0.128,kWh
571313115103364037,22-01-2019 kl. 07,22-01-2019 kl. 08,0.072,kWh
571313115103364037,22-01-2019 kl. 06,22-01-2019 kl. 07,0.064,kWh
571313115103364037,22-01-2019 kl. 05,22-01-2019 kl. 06,0.062,kWh
571313115103364037,22-01-2019 kl. 04,22-01-2019 kl. 05,0.063,kWh
571313115103364037,22-01-2019 kl. 03,22-01-2019 kl. 04,0.065,kWh
571313115103364037,22-01-2019 kl. 02,22-01-2019 kl. 03,0.079,kWh
571313115103364037,22-01-2019 kl. 01,22-01-2019 kl. 02,0.079,kWh
571313115103364037,22-01-2019 kl. 00,22-01-2019 kl. 01,0.094,kWh
571313115103364037,21-01-2019 kl. 23,22-01-2019 kl. 00,0.254,kWh
571313115103364037,21-01-2019 kl. 22,21-01-2019 kl. 23,0.177,kWh
571313115103364037,21-01-2019 kl. 21,21-01-2019 kl. 22,0.174,kWh
571313115103364037,21-01-2019 kl. 20,21-01-2019 kl. 21,0.674,kWh
571313115103364037,21-01-2019 kl. 19,21-01-2019 kl. 20,0.292,kWh
571313115103364037,21-01-2019 kl. 18,21-01-2019 kl. 19,0.532,kWh
571313115103364037,21-01-2019 kl. 17,21-01-2019 kl. 18,0.863,kWh
571313115103364037,21-01-2019 kl. 16,21-01-2019 kl. 17,0.944,kWh
571313115103364037,21-01-2019 kl. 15,21-01-2019 kl. 16,0.909,kWh
571313115103364037,21-01-2019 kl. 14,21-01-2019 kl. 15,1.251,kWh
571313115103364037,21-01-2019 kl. 13,21-01-2019 kl. 14,0.232,kWh
571313115103364037,21-01-2019 kl. 12,21-01-2019 kl. 13,0.215,kWh
571313115103364037,21-01-2019 kl. 11,21-01-2019 kl. 12,0.21,kWh
571313115103364037,21-01-2019 kl. 10,21-01-2019 kl. 11,0.384,kWh
571313115103364037,21-01-2019 kl. 09,21-01-2019 kl. 10,0.07,kWh
571313115103364037,21-01-2019 kl. 08,21-01-2019 kl. 09,0.058,kWh
571313115103364037,21-01-2019 kl. 07,21-01-2019 kl. 08,0.057,kWh
571313115103364037,21-01-2019 kl. 06,21-01-2019 kl. 07,0.06,kWh
571313115103364037,21-01-2019 kl. 05,21-01-2019 kl. 06,0.071,kWh
571313115103364037,21-01-2019 kl. 04,21-01-2019 kl. 05,0.069,kWh
571313115103364037,21-01-2019 kl. 03,21-01-2019 kl. 04,0.061,kWh
571313115103364037,21-01-2019 kl. 02,21-01-2019 kl. 03,0.12,kWh
571313115103364037,21-01-2019 kl. 01,21-01-2019 kl. 02,0.243,kWh
571313115103364037,21-01-2019 kl. 00,21-01-2019 kl. 01,0.241,kWh
571313115103364037,20-01-2019 kl. 23,21-01-2019 kl. 00,0.221,kWh
571313115103364037,20-01-2019 kl. 22,20-01-2019 kl. 23,0.266,kWh
571313115103364037,20-01-2019 kl. 21,20-01-2019 kl. 22,0.307,kWh
571313115103364037,20-01-2019 kl. 20,20-01-2019 kl. 21,0.312,kWh
571313115103364037,20-01-2019 kl. 19,20-01-2019 kl. 20,0.231,kWh
571313115103364037,20-01-2019 kl. 18,20-01-2019 kl. 19,0.209,kWh
571313115103364037,20-01-2019 kl. 17,20-01-2019 kl. 18,0.205,kWh
571313115103364037,20-01-2019 kl. 16,20-01-2019 kl. 17,0.265,kWh
571313115103364037,20-01-2019 kl. 15,20-01-2019 kl. 16,0.267,kWh
